#name, rflam
1.680e+00_1.194e+00_1.652e-01_9.540e-01_7.486e-02_1.000e+01.h5, 0.501995
1.670e+00_1.257e+00_4.523e-01_7.534e-01_5.116e-02_4.500e+01.h5, 0.503859
7.410e-01_8.576e-01_1.335e-01_6.810e-01_4.305e-02_2.060e+02.h5, 0.480940
3.627e+00_1.714e+00_3.023e-01_1.311e+00_9.989e-02_3.900e+01.h5, 0.442229
2.782e+00_1.395e+00_1.661e-01_1.138e+00_9.103e-02_2.190e+02.h5, 0.386415
1.130e+00_1.009e+00_1.385e-01_8.099e-01_6.077e-02_1.780e+02.h5, 0.459325
2.021e+00_1.282e+00_6.383e-01_5.832e-01_6.007e-02_2.000e+01.h5, 0.497291
2.028e+00_1.161e+00_1.781e-01_9.100e-01_7.282e-02_6.400e+01.h5, 0.411947
1.391e+00_1.417e+00_8.439e-01_5.441e-01_2.881e-02_1.840e+02.h5, 0.594999
6.643e-01_8.245e-01_3.576e-01_4.469e-01_2.005e-02_1.060e+02.h5, 0.553252
3.117e+00_1.509e+00_3.776e-01_1.068e+00_6.351e-02_3.500e+01.h5, 0.451543
6.344e-01_8.633e-01_6.637e-01_1.620e-01_3.764e-02_1.800e+01.h5, 0.562503
1.717e+00_1.485e+00_1.039e+00_4.253e-01_2.088e-02_1.470e+02.h5, 0.580439
2.337e+00_1.509e+00_6.412e-01_8.490e-01_1.868e-02_2.700e+01.h5, 0.514106
2.476e+00_1.290e+00_7.014e-01_5.617e-01_2.656e-02_2.400e+01.h5, 0.457164
1.284e+00_1.935e+00_1.634e+00_2.158e-01_8.545e-02_1.090e+02.h5, 0.780007
1.235e+00_1.177e+00_2.669e-01_8.946e-01_1.578e-02_2.220e+02.h5, 0.524830
7.561e-01_1.007e+00_3.857e-01_5.664e-01_5.515e-02_2.900e+01.h5, 0.592983
8.903e-01_1.021e+00_4.782e-01_4.880e-01_5.446e-02_8.300e+01.h5, 0.566636
9.970e-01_8.347e-01_7.288e-01_7.176e-02_3.413e-02_1.840e+02.h5, 0.500033
1.399e+00_7.169e-01_5.888e-01_1.108e-01_1.734e-02_1.710e+02.h5, 0.385420
8.925e-01_1.124e+00_2.886e-01_8.247e-01_1.069e-02_2.410e+02.h5, 0.630339
1.113e+00_7.769e-01_4.678e-01_2.889e-01_2.015e-02_1.600e+01.h5, 0.414538
9.868e-01_1.388e+00_5.457e-01_8.401e-01_2.371e-03_4.300e+01.h5, 0.681070
2.034e+00_1.286e+00_1.145e+00_6.570e-02_7.459e-02_2.300e+02.h5, 0.558577
1.407e+00_1.345e+00_4.218e-01_8.722e-01_5.133e-02_1.820e+02.h5, 0.593312
1.095e+00_7.649e-01_7.796e-02_6.585e-01_2.841e-02_9.800e+01.h5, 0.309234
1.507e+00_1.348e+00_1.629e-01_1.144e+00_4.188e-02_2.820e+02.h5, 0.534021
1.348e+00_7.769e-01_5.575e-01_2.022e-01_1.720e-02_2.140e+02.h5, 0.418732
1.715e+00_1.673e+00_1.004e+00_6.122e-01_5.675e-02_1.580e+02.h5, 0.630105
6.542e-01_8.780e-01_6.262e-01_2.025e-01_4.938e-02_8.900e+01.h5, 0.557973
1.471e+00_7.249e-01_3.438e-01_3.375e-01_4.352e-02_2.400e+01.h5, 0.329517
9.642e-01_8.292e-01_3.380e-01_4.532e-01_3.791e-02_1.100e+01.h5, 0.442964
1.185e+00_1.597e+00_8.578e-01_7.050e-01_3.444e-02_1.130e+02.h5, 0.693444
1.173e+00_1.209e+00_6.131e-01_5.223e-01_7.351e-02_8.000e+01.h5, 0.549671
1.049e+00_8.305e-01_7.384e-01_3.575e-02_5.636e-02_1.410e+02.h5, 0.500536
1.178e+00_9.708e-01_8.444e-01_7.558e-02_5.089e-02_2.300e+01.h5, 0.543088
2.252e+00_1.097e+00_9.470e-01_1.019e-01_4.817e-02_1.500e+01.h5, 0.503810
1.401e+00_1.520e+00_1.355e+00_1.259e-01_3.884e-02_9.900e+01.h5, 0.723370
2.393e+00_1.327e+00_6.660e-01_5.929e-01_6.789e-02_1.020e+02.h5, 0.481934
2.038e+00_1.134e+00_8.098e-01_2.740e-01_5.034e-02_9.500e+01.h5, 0.469590
2.936e+00_1.449e+00_1.266e+00_1.589e-01_2.382e-02_1.200e+01.h5, 0.597575
1.389e+00_1.001e+00_2.872e-01_6.472e-01_6.686e-02_2.370e+02.h5, 0.435821
1.290e+00_7.886e-01_3.935e-01_3.745e-01_2.057e-02_8.000e+01.h5, 0.374131
1.418e+00_8.178e-01_5.324e-01_2.456e-01_3.987e-02_1.160e+02.h5, 0.414116
8.726e-01_1.266e+00_1.964e-01_1.036e+00_3.356e-02_7.800e+01.h5, 0.675896
1.419e+00_1.536e+00_1.208e+00_2.676e-01_6.017e-02_1.300e+01.h5, 0.671962
1.151e+00_1.547e+00_2.714e-01_1.190e+00_8.576e-02_3.900e+01.h5, 0.760382
1.082e+00_1.143e+00_3.607e-01_7.758e-01_6.043e-03_1.620e+02.h5, 0.562016
1.587e+00_8.383e-01_6.693e-01_1.243e-01_4.465e-02_1.220e+02.h5, 0.424401
8.729e-01_8.087e-01_1.496e-01_6.280e-01_3.113e-02_2.920e+02.h5, 0.425532
1.399e+00_1.276e+00_4.070e-01_8.221e-01_4.717e-02_1.660e+02.h5, 0.554365
4.611e+00_2.303e+00_1.385e+00_9.041e-01_1.401e-02_1.900e+01.h5, 0.579550
6.725e-01_1.022e+00_6.571e-01_3.302e-01_3.472e-02_1.050e+02.h5, 0.606900
1.197e+00_1.229e+00_1.047e+00_1.314e-01_5.015e-02_1.900e+01.h5, 0.640205
1.736e+00_8.651e-01_4.510e-01_3.697e-01_4.445e-02_9.500e+01.h5, 0.340719
1.141e+00_1.492e+00_1.292e+00_1.412e-01_5.873e-02_1.400e+01.h5, 0.709664
9.082e-01_8.883e-01_6.751e-01_1.697e-01_4.358e-02_3.700e+01.h5, 0.529189
1.213e+00_7.611e-01_3.074e-01_4.180e-01_3.563e-02_2.100e+01.h5, 0.378549
1.656e+00_1.249e+00_8.353e-01_3.346e-01_7.876e-02_1.050e+02.h5, 0.514645
1.443e+00_1.325e+00_5.307e-01_7.761e-01_1.806e-02_1.720e+02.h5, 0.560071
1.506e+00_1.438e+00_1.149e+00_2.595e-01_2.951e-02_2.100e+01.h5, 0.637996
1.354e+00_7.957e-01_1.875e-01_5.696e-01_3.860e-02_1.400e+01.h5, 0.355763
1.811e+00_1.378e+00_1.204e+00_1.438e-01_2.995e-02_2.000e+01.h5, 0.632534
1.642e+00_1.507e+00_4.974e-01_9.120e-01_9.709e-02_2.700e+01.h5, 0.587434
1.871e+00_1.414e+00_2.578e-01_1.130e+00_2.605e-02_1.610e+02.h5, 0.519696
1.145e+00_8.185e-01_4.431e-01_3.199e-01_5.554e-02_2.150e+02.h5, 0.425250
1.087e+00_1.356e+00_1.116e+00_2.210e-01_1.895e-02_2.200e+02.h5, 0.687111
1.395e+00_1.007e+00_5.887e-01_3.560e-01_6.204e-02_6.100e+01.h5, 0.450613
7.628e-01_9.652e-01_5.140e-01_3.962e-01_5.501e-02_2.400e+01.h5, 0.567102
2.740e+00_1.571e+00_1.394e+00_1.391e-01_3.775e-02_6.000e+01.h5, 0.587922
9.728e-01_1.002e+00_5.209e-01_4.587e-01_2.266e-02_3.700e+01.h5, 0.526034
1.348e+00_1.466e+00_5.116e-01_8.971e-01_5.680e-02_8.300e+01.h5, 0.625207
1.748e+00_9.712e-01_7.350e-01_2.094e-01_2.682e-02_2.200e+02.h5, 0.447681
9.817e-01_1.043e+00_5.148e-01_5.029e-01_2.492e-02_1.500e+01.h5, 0.553094
8.618e-01_7.180e-01_4.057e-01_2.690e-01_4.329e-02_1.000e+01.h5, 0.419577
1.094e+00_8.952e-01_1.313e-01_7.299e-01_3.398e-02_1.450e+02.h5, 0.407006
1.660e+00_1.566e+00_3.611e-01_1.197e+00_7.999e-03_7.800e+01.h5, 0.616176
1.977e+00_1.100e+00_5.934e-01_5.006e-01_5.996e-03_2.000e+01.h5, 0.440882
9.187e-01_9.305e-01_2.684e-01_6.172e-01_4.490e-02_1.200e+01.h5, 0.534546
8.932e-01_9.526e-01_1.094e-01_8.272e-01_1.606e-02_9.700e+01.h5, 0.517245
1.384e+00_1.546e+00_5.055e-01_9.766e-01_6.440e-02_1.030e+02.h5, 0.664397
9.179e-01_9.194e-01_5.559e-01_3.230e-01_4.045e-02_7.700e+01.h5, 0.494304
1.610e+00_1.388e+00_3.946e-01_9.251e-01_6.792e-02_7.200e+01.h5, 0.580261
9.663e-01_7.910e-01_7.048e-01_6.609e-02_2.012e-02_1.800e+01.h5, 0.514429
1.091e+00_1.062e+00_7.942e-01_2.554e-01_1.223e-02_1.550e+02.h5, 0.553643
1.848e+00_1.259e+00_2.326e-01_9.688e-01_5.769e-02_1.550e+02.h5, 0.464778
1.338e+00_1.521e+00_8.655e-01_6.057e-01_5.028e-02_6.100e+01.h5, 0.621510
1.760e+00_1.533e+00_9.867e-01_4.428e-01_1.040e-01_5.200e+01.h5, 0.593507
7.955e-01_9.451e-01_3.477e-01_5.374e-01_6.008e-02_8.400e+01.h5, 0.567373
1.469e+00_1.072e+00_5.650e-01_4.698e-01_3.731e-02_7.200e+01.h5, 0.462873
1.039e+00_8.827e-01_2.390e-01_6.270e-01_1.678e-02_7.500e+01.h5, 0.458860
1.905e+00_1.064e+00_2.648e-01_7.498e-01_4.956e-02_2.100e+01.h5, 0.401086
1.755e+00_1.164e+00_4.488e-01_6.645e-01_5.020e-02_4.600e+01.h5, 0.486908
2.377e+00_1.552e+00_1.142e+00_3.192e-01_9.019e-02_1.600e+01.h5, 0.576953
1.662e+00_1.077e+00_3.903e-01_6.653e-01_2.156e-02_1.710e+02.h5, 0.435533
1.364e+00_7.132e-01_1.895e-01_5.063e-01_1.742e-02_5.900e+01.h5, 0.287434
6.242e-01_7.244e-01_3.630e-01_3.427e-01_1.868e-02_1.100e+01.h5, 0.496322
1.636e+00_8.323e-01_5.228e-01_2.654e-01_4.417e-02_3.020e+02.h5, 0.379891
1.091e+00_7.281e-01_1.396e-01_5.758e-01_1.270e-02_1.300e+01.h5, 0.383225
8.493e-01_7.606e-01_4.796e-01_2.463e-01_3.473e-02_9.200e+01.h5, 0.454554
3.025e+00_1.473e+00_5.719e-01_8.960e-01_5.184e-03_2.740e+02.h5, 0.434442
5.632e-01_8.750e-01_6.546e-01_1.679e-01_5.257e-02_1.900e+01.h5, 0.601152
8.134e-01_7.584e-01_6.331e-01_1.226e-01_2.676e-03_1.130e+02.h5, 0.492441
9.089e-01_7.720e-01_6.830e-01_6.756e-02_2.142e-02_1.660e+02.h5, 0.490681
1.543e+00_1.828e+00_9.318e-01_8.633e-01_3.263e-02_6.200e+01.h5, 0.665595
1.614e+00_8.708e-01_5.183e-01_3.292e-01_2.326e-02_5.200e+01.h5, 0.392040
2.183e+00_1.283e+00_9.663e-01_2.628e-01_5.429e-02_2.000e+01.h5, 0.539613
8.148e-01_1.270e+00_6.100e-01_6.248e-01_3.521e-02_2.100e+01.h5, 0.670542
1.301e+00_1.054e+00_7.128e-01_3.339e-01_7.613e-03_1.300e+01.h5, 0.519256
1.108e+00_1.226e+00_3.923e-01_8.312e-01_2.042e-03_1.270e+02.h5, 0.612099
1.827e+00_1.031e+00_3.164e-01_7.059e-01_8.866e-03_1.040e+02.h5, 0.397423
1.684e+00_1.066e+00_1.158e-01_8.952e-01_5.508e-02_1.000e+01.h5, 0.415312
1.687e+00_1.739e+00_6.142e-01_1.003e+00_1.213e-01_2.300e+01.h5, 0.651587
2.537e+00_1.445e+00_1.144e+00_2.039e-01_9.784e-02_1.910e+02.h5, 0.537232
7.418e-01_1.151e+00_6.191e-01_4.749e-01_5.704e-02_2.680e+02.h5, 0.650446
9.063e-01_1.353e+00_1.075e+00_2.079e-01_6.982e-02_1.570e+02.h5, 0.702980
1.733e+00_1.040e+00_6.568e-01_3.310e-01_5.198e-02_5.500e+01.h5, 0.460561
3.342e+00_1.582e+00_1.178e+00_3.078e-01_9.615e-02_2.000e+01.h5, 0.529537
1.302e+00_9.794e-01_7.482e-01_2.238e-01_7.414e-03_1.900e+01.h5, 0.492312
2.880e+00_1.476e+00_9.262e-01_5.027e-01_4.747e-02_1.900e+01.h5, 0.498517
1.334e+00_1.160e+00_8.601e-01_2.798e-01_2.003e-02_3.900e+01.h5, 0.566686
2.263e+00_1.397e+00_9.511e-01_4.190e-01_2.721e-02_1.800e+01.h5, 0.531313
2.240e+00_1.535e+00_1.258e+00_2.173e-01_5.989e-02_3.200e+01.h5, 0.595380
1.754e+00_1.359e+00_8.814e-01_4.372e-01_4.088e-02_1.200e+01.h5, 0.542738
1.687e+00_1.093e+00_4.570e-01_6.241e-01_1.213e-02_1.100e+01.h5, 0.458838
2.831e+00_1.426e+00_1.111e+00_2.750e-01_4.042e-02_2.100e+01.h5, 0.515031
2.328e+00_1.097e+00_4.708e-01_6.115e-01_1.438e-02_4.000e+01.h5, 0.370860
9.667e-01_7.648e-01_5.365e-01_1.773e-01_5.097e-02_1.970e+02.h5, 0.462025
1.478e+00_1.168e+00_8.953e-01_2.409e-01_3.150e-02_4.300e+01.h5, 0.562949
7.323e-01_1.093e+00_7.240e-01_3.222e-01_4.643e-02_1.070e+02.h5, 0.637110
1.759e+00_1.224e+00_9.507e-01_2.125e-01_6.103e-02_6.600e+01.h5, 0.546038
3.293e+00_2.258e+00_3.994e-01_1.733e+00_1.255e-01_7.100e+01.h5, 0.595906
1.109e+00_1.170e+00_2.094e-01_9.200e-01_4.093e-02_1.100e+01.h5, 0.608131
1.566e+00_1.575e+00_1.217e+00_2.905e-01_6.761e-02_3.500e+01.h5, 0.639083
1.882e+00_9.751e-01_4.948e-01_4.478e-01_3.248e-02_2.100e+01.h5, 0.382745
1.350e+00_1.575e+00_9.529e-01_5.934e-01_2.904e-02_2.130e+02.h5, 0.633779
9.688e-01_7.541e-01_4.697e-01_2.359e-01_4.856e-02_7.800e+01.h5, 0.410684
1.818e+00_9.358e-01_3.047e-01_5.935e-01_3.762e-02_2.460e+02.h5, 0.353551
1.329e+00_7.962e-01_6.852e-01_6.902e-02_4.198e-02_3.500e+01.h5, 0.429060
9.579e-01_8.427e-01_1.483e-01_6.720e-01_2.243e-02_1.900e+01.h5, 0.475946
1.323e+00_1.597e+00_1.247e+00_3.180e-01_3.240e-02_2.100e+01.h5, 0.682838
9.429e-01_1.128e+00_2.035e-01_8.843e-01_4.053e-02_1.600e+01.h5, 0.642360
9.558e-01_9.482e-01_1.648e-01_7.218e-01_6.159e-02_1.600e+01.h5, 0.539782
5.314e-01_7.597e-01_3.133e-01_4.216e-01_2.477e-02_2.850e+02.h5, 0.521813
4.839e+00_2.369e+00_8.068e-01_1.503e+00_5.937e-02_1.360e+02.h5, 0.544649
6.319e-01_7.306e-01_2.346e-01_4.951e-01_8.912e-04_5.900e+01.h5, 0.497761
2.918e+00_1.597e+00_7.127e-01_8.284e-01_5.595e-02_1.700e+01.h5, 0.508572
2.444e+00_1.204e+00_8.285e-01_3.392e-01_3.673e-02_2.500e+01.h5, 0.462699
8.435e-01_1.169e+00_4.731e-01_6.709e-01_2.522e-02_3.600e+01.h5, 0.652591
1.132e+00_1.311e+00_2.413e-01_1.017e+00_5.333e-02_2.700e+01.h5, 0.635517
2.556e+00_1.453e+00_6.770e-01_7.103e-01_6.529e-02_1.600e+01.h5, 0.490137
1.018e+00_7.214e-01_2.935e-01_4.022e-01_2.571e-02_6.200e+01.h5, 0.369143
1.453e+00_1.115e+00_8.790e-01_1.757e-01_6.081e-02_1.300e+01.h5, 0.543638
1.321e+00_1.286e+00_9.087e-01_3.239e-01_5.336e-02_3.900e+01.h5, 0.586833
1.227e+00_1.295e+00_4.599e-01_8.159e-01_1.916e-02_2.750e+02.h5, 0.581604
1.655e+00_1.234e+00_1.032e+00_1.540e-01_4.744e-02_3.500e+01.h5, 0.578069
1.385e+00_1.156e+00_4.528e-01_6.583e-01_4.460e-02_2.700e+01.h5, 0.513021
2.224e+00_1.706e+00_1.021e+00_5.788e-01_1.069e-01_4.700e+01.h5, 0.578013
1.157e+00_1.518e+00_8.830e-01_5.769e-01_5.784e-02_9.500e+01.h5, 0.660143
1.242e+00_1.298e+00_2.107e-01_1.082e+00_5.101e-03_1.200e+01.h5, 0.596663
6.791e-01_8.910e-01_2.342e-01_6.076e-01_4.918e-02_1.200e+01.h5, 0.587882
2.370e+00_1.341e+00_6.839e-01_6.316e-01_2.527e-02_1.900e+02.h5, 0.469546
1.445e+00_8.718e-01_1.214e-01_7.422e-01_8.207e-03_6.400e+01.h5, 0.352866
3.345e+00_1.596e+00_3.017e-01_1.256e+00_3.888e-02_1.470e+02.h5, 0.449566
1.112e+00_1.119e+00_6.449e-01_3.984e-01_7.555e-02_2.600e+01.h5, 0.540201
9.099e-01_9.743e-01_5.239e-01_4.376e-01_1.274e-02_1.550e+02.h5, 0.538395
2.307e+00_1.505e+00_7.694e-01_7.174e-01_1.776e-02_1.100e+01.h5, 0.526229
1.917e+00_1.434e+00_4.458e-01_9.872e-01_7.339e-04_2.400e+01.h5, 0.541120
6.514e-01_7.647e-01_6.867e-01_3.894e-02_3.909e-02_4.500e+01.h5, 0.560817
1.136e+00_8.278e-01_4.798e-01_3.047e-01_4.330e-02_4.600e+01.h5, 0.426412
1.086e+00_8.914e-01_1.663e-01_6.941e-01_3.095e-02_6.900e+01.h5, 0.467454
8.036e-01_1.125e+00_7.849e-01_2.925e-01_4.778e-02_2.800e+01.h5, 0.637667
2.276e+00_1.357e+00_8.114e-01_4.911e-01_5.488e-02_1.400e+01.h5, 0.510724
1.460e+00_1.126e+00_7.312e-01_3.701e-01_2.434e-02_3.000e+01.h5, 0.492914
8.451e-01_1.217e+00_9.503e-01_2.509e-01_1.603e-02_7.200e+01.h5, 0.659068
7.970e-01_8.446e-01_1.914e-01_6.029e-01_5.023e-02_2.300e+01.h5, 0.515252
2.373e+00_1.137e+00_1.564e-01_9.186e-01_6.251e-02_2.400e+01.h5, 0.365437
2.724e+00_1.471e+00_1.098e+00_3.027e-01_7.098e-02_1.600e+01.h5, 0.537739
8.047e-01_1.115e+00_2.957e-01_7.757e-01_4.373e-02_3.150e+02.h5, 0.615697
2.185e+00_1.033e+00_2.211e-01_7.556e-01_5.573e-02_1.600e+01.h5, 0.364128
1.195e+00_1.433e+00_9.186e-01_4.437e-01_7.018e-02_1.600e+01.h5, 0.627857
3.064e+00_1.579e+00_7.961e-01_7.174e-01_6.516e-02_2.600e+01.h5, 0.501342
9.512e-01_1.366e+00_1.160e+00_1.185e-01_8.731e-02_2.270e+02.h5, 0.727639
1.591e+00_1.498e+00_5.958e-01_8.791e-01_2.325e-02_6.500e+01.h5, 0.606387
2.625e+00_1.244e+00_6.969e-01_5.321e-01_1.492e-02_2.700e+01.h5, 0.430422
1.887e+00_1.215e+00_1.088e+00_1.176e-01_9.252e-03_1.230e+02.h5, 0.581536
1.834e+00_9.397e-01_5.348e-01_3.519e-01_5.302e-02_1.300e+01.h5, 0.385059
1.696e+00_1.266e+00_5.587e-01_7.060e-01_1.707e-03_2.800e+01.h5, 0.513417
2.213e+00_1.063e+00_4.373e-01_6.133e-01_1.228e-02_4.700e+01.h5, 0.384926
2.433e+00_1.363e+00_6.987e-01_6.142e-01_4.992e-02_1.900e+01.h5, 0.478162
2.958e+00_1.438e+00_1.143e+00_2.365e-01_5.864e-02_2.960e+02.h5, 0.527471
1.178e+00_8.079e-01_1.266e-01_6.481e-01_3.324e-02_6.000e+01.h5, 0.354415
1.836e+00_9.070e-01_1.132e-01_7.501e-01_4.364e-02_5.700e+01.h5, 0.310534
2.639e+00_1.484e+00_6.384e-01_8.151e-01_3.026e-02_8.500e+01.h5, 0.508435
5.407e-01_7.605e-01_5.556e-01_1.920e-01_1.297e-02_2.600e+01.h5, 0.523096
2.237e+00_1.585e+00_1.015e+00_5.265e-01_4.327e-02_9.600e+01.h5, 0.561240
1.766e+00_1.430e+00_7.853e-01_5.865e-01_5.826e-02_9.300e+01.h5, 0.557060
2.845e+00_2.437e+00_7.905e-01_1.598e+00_4.913e-02_6.400e+01.h5, 0.664540
7.295e-01_7.495e-01_3.661e-01_3.434e-01_4.005e-02_6.500e+01.h5, 0.476768
1.127e+00_8.477e-01_3.878e-01_4.090e-01_5.090e-02_1.500e+01.h5, 0.414688
1.999e+00_1.507e+00_8.038e-01_6.310e-01_7.210e-02_6.200e+01.h5, 0.538855
1.614e+00_8.954e-01_2.439e-01_6.276e-01_2.396e-02_1.840e+02.h5, 0.365170
1.971e+00_1.460e+00_1.283e+00_1.380e-01_3.819e-02_3.100e+01.h5, 0.629457
9.085e-01_7.225e-01_4.426e-01_2.334e-01_4.652e-02_1.410e+02.h5, 0.419219
1.160e+00_8.819e-01_1.517e-01_7.076e-01_2.261e-02_1.700e+01.h5, 0.460397
1.651e+00_9.821e-01_7.957e-01_1.384e-01_4.795e-02_8.300e+01.h5, 0.474701
1.135e+00_1.022e+00_3.473e-01_6.113e-01_6.300e-02_1.000e+01.h5, 0.524163
5.801e-01_7.749e-01_2.354e-01_5.242e-01_1.530e-02_2.550e+02.h5, 0.530240
2.465e+00_1.409e+00_1.922e-01_1.165e+00_5.213e-02_4.200e+01.h5, 0.457491
1.396e+00_1.164e+00_7.610e-01_3.835e-01_1.937e-02_5.000e+01.h5, 0.519425
1.878e+00_1.311e+00_1.542e-01_1.145e+00_1.249e-02_8.700e+01.h5, 0.482585
2.188e+00_1.183e+00_6.341e-01_5.011e-01_4.763e-02_8.100e+01.h5, 0.435668
2.151e+00_1.055e+00_6.644e-01_3.355e-01_5.464e-02_2.000e+01.h5, 0.430795
1.270e+00_1.102e+00_7.137e-01_3.739e-01_1.409e-02_3.100e+01.h5, 0.514330
1.360e+00_1.457e+00_1.072e+00_3.419e-01_4.321e-02_1.070e+02.h5, 0.631758
6.201e-01_8.511e-01_1.728e-01_6.780e-01_3.221e-04_1.000e+01.h5, 0.617433
1.657e+00_1.229e+00_5.591e-01_6.627e-01_7.491e-03_1.530e+02.h5, 0.495352
1.948e+00_1.478e+00_4.134e-01_1.062e+00_2.187e-03_2.700e+01.h5, 0.545325
1.147e+00_7.304e-01_5.711e-01_1.527e-01_6.552e-03_2.000e+01.h5, 0.413490
3.453e+00_1.891e+00_2.886e-01_1.551e+00_5.196e-02_1.340e+02.h5, 0.475074
2.659e+00_1.935e+00_1.582e+00_2.512e-01_1.016e-01_1.600e+01.h5, 0.663539
7.925e-01_1.035e+00_7.029e-01_2.856e-01_4.625e-02_2.400e+01.h5, 0.598162
2.354e+00_1.465e+00_9.086e-01_4.920e-01_6.462e-02_1.260e+02.h5, 0.513723
1.423e+00_7.473e-01_4.160e-01_3.140e-01_1.739e-02_1.800e+01.h5, 0.336067
1.279e+00_9.006e-01_7.356e-01_1.326e-01_3.247e-02_1.400e+01.h5, 0.490278
8.428e-01_8.341e-01_4.747e-01_3.307e-01_2.868e-02_2.470e+02.h5, 0.490851
1.104e+00_1.017e+00_6.767e-01_3.241e-01_1.670e-02_8.500e+01.h5, 0.501144
5.104e-01_7.167e-01_4.860e-01_2.224e-01_8.242e-03_4.100e+01.h5, 0.519316
1.377e+00_1.020e+00_7.096e-01_2.814e-01_2.898e-02_3.600e+01.h5, 0.496711
6.492e-01_7.962e-01_2.950e-01_4.604e-01_4.084e-02_2.500e+01.h5, 0.547192
8.763e-01_7.968e-01_1.377e-01_6.226e-01_3.660e-02_3.100e+01.h5, 0.458454
5.938e-01_9.265e-01_4.278e-01_4.384e-01_6.032e-02_1.100e+01.h5, 0.618644
2.075e+00_1.210e+00_1.081e+00_1.074e-01_2.116e-02_4.800e+01.h5, 0.528314
9.508e-01_8.568e-01_3.937e-01_4.285e-01_3.455e-02_2.100e+01.h5, 0.474996
2.166e+00_1.176e+00_6.926e-01_4.649e-01_1.843e-02_2.500e+01.h5, 0.438229
7.036e-01_8.491e-01_6.089e-01_2.039e-01_3.638e-02_3.700e+01.h5, 0.531054
1.284e+00_9.596e-01_5.866e-01_3.522e-01_2.072e-02_2.540e+02.h5, 0.479981
8.455e-01_7.904e-01_1.298e-01_6.545e-01_6.091e-03_1.070e+02.h5, 0.442142
1.069e+00_9.740e-01_3.853e-01_5.850e-01_3.687e-03_2.400e+01.h5, 0.495141
1.299e+00_1.194e+00_2.542e-01_9.255e-01_1.432e-02_1.000e+01.h5, 0.556322
1.446e+00_1.560e+00_8.992e-01_5.896e-01_7.089e-02_2.000e+01.h5, 0.623337
8.361e-01_1.158e+00_9.122e-01_1.809e-01_6.506e-02_1.300e+01.h5, 0.644772
8.501e-01_1.170e+00_4.698e-01_6.782e-01_2.222e-02_2.410e+02.h5, 0.618583
1.045e+00_1.302e+00_7.328e-01_5.378e-01_3.095e-02_7.600e+01.h5, 0.621858
1.659e+00_1.688e+00_5.526e-01_1.124e+00_1.088e-02_1.900e+01.h5, 0.639736
2.366e+00_1.486e+00_2.718e-01_1.156e+00_5.873e-02_1.880e+02.h5, 0.504585
1.410e+00_7.625e-01_5.011e-01_2.119e-01_4.950e-02_1.430e+02.h5, 0.371584
1.159e+00_1.167e+00_9.068e-01_2.282e-01_3.198e-02_1.300e+01.h5, 0.594274
1.042e+00_1.425e+00_9.279e-01_4.870e-01_9.791e-03_1.580e+02.h5, 0.673822
2.668e+00_1.545e+00_6.347e-01_8.832e-01_2.657e-02_4.000e+01.h5, 0.505978
1.787e+00_8.774e-01_4.896e-01_3.824e-01_5.344e-03_4.500e+01.h5, 0.363369
1.519e+00_1.360e+00_7.795e-01_5.198e-01_6.066e-02_1.010e+02.h5, 0.568077
1.668e+00_1.205e+00_7.904e-01_3.835e-01_3.134e-02_2.780e+02.h5, 0.526027
1.909e+00_1.286e+00_5.224e-01_7.625e-01_9.221e-04_5.800e+01.h5, 0.472921
1.079e+00_1.168e+00_1.836e-01_9.187e-01_6.576e-02_8.900e+01.h5, 0.572765
2.628e+00_1.751e+00_4.477e-01_1.195e+00_1.084e-01_3.700e+01.h5, 0.548818
3.107e+00_1.541e+00_1.080e+00_4.196e-01_4.136e-02_1.600e+01.h5, 0.508853
2.222e+00_1.580e+00_7.538e-01_8.142e-01_1.230e-02_2.840e+02.h5, 0.544689
6.951e-01_1.054e+00_4.906e-01_5.327e-01_3.048e-02_1.930e+02.h5, 0.615514
2.562e+00_1.472e+00_1.316e+00_1.175e-01_3.763e-02_1.000e+01.h5, 0.581451
1.359e+00_1.103e+00_5.754e-01_4.810e-01_4.621e-02_1.100e+02.h5, 0.500063
1.325e+00_8.729e-01_1.745e-01_6.478e-01_5.066e-02_5.400e+01.h5, 0.409552
9.976e-01_1.360e+00_3.237e-01_9.923e-01_4.387e-02_1.100e+01.h5, 0.680835
9.357e-01_1.345e+00_1.202e+00_1.216e-01_2.213e-02_3.800e+01.h5, 0.723240
7.255e-01_7.467e-01_5.485e-01_1.523e-01_4.595e-02_1.800e+01.h5, 0.485932
1.578e+00_9.726e-01_1.484e-01_7.835e-01_4.072e-02_6.200e+01.h5, 0.390322
1.010e+00_9.360e-01_7.342e-01_1.729e-01_2.889e-02_1.500e+02.h5, 0.520313
2.359e+00_1.376e+00_5.816e-01_7.369e-01_5.746e-02_5.300e+01.h5, 0.484468
9.690e-01_8.704e-01_6.144e-01_2.075e-01_4.854e-02_2.810e+02.h5, 0.483158
2.374e+00_1.123e+00_7.930e-01_3.190e-01_1.048e-02_1.100e+01.h5, 0.445794
1.675e+00_1.406e+00_2.165e-01_1.151e+00_3.892e-02_2.400e+01.h5, 0.558305
1.151e+00_8.203e-01_4.717e-01_3.271e-01_2.151e-02_1.540e+02.h5, 0.429516
2.345e+00_1.253e+00_7.990e-01_4.152e-01_3.857e-02_1.500e+01.h5, 0.456142
