name rflam
10rgn 0.39878896048674556
16aas 0.19160281479492267
12eac 0.18474710214740667
10hdn 0.4538521371523052
13ax 0.4263231139267499
16eka 0.3536643272194677
10hdm 0.44686705676126337
11htb 0.4245422529993671
16hun 0.1404824869557358
10nyt 0.48489489464814
11dec 0.3780673622313143
10urn 0.4136207157767731
12gmf 0.04701501660623805
11blu 0.45584413388323797
10rpt 0.42423461170250093
12gmq 0.1665472581822355
14aia 0.3245656099037346
11dzm 0.2977220078708004
14apu 0.061475052079074576
11kml 0.37687444978708706
16dp 0.35177623060755664
10hcu 0.3794426514712042
11bok 0.43772497449923553
10pvi 0.4086742915549796
11rnu 0.3103816204105451
16grm 0.2583313188538523
11ivb 0.3260597091502966
10hrw 0.37684750518018595
11cji 0.3180857067106321
13ckk 0.44065909151840316
11bas 0.38807627262243577
10nvh 0.47630146829041403
11cmg 0.33962786704670306
11cyv 0.40217721208950297
11cml 0.3335342883215541
13beg 0.2941082088585274
14alb 0.05032914032566538
10qrj 0.31985135813198645
13dnj 0.3148976464715619
14amb 0.2867826043556874
14bcl 0.4325010775463486
13adg 0.4625044930668589
10aajv 0.23914478682240514
09dxo 0.3362923659083237
13ccm 0.41131561394734395
10qqw 0.4429303379944903
12cnl 0.4550990623676924
10qkf 0.4108656578063817
12keu 0.3759174348627855
10glo 0.5203912646806398
11qpc 0.4270234655655477
10iah 0.43723186645432344
10duy 0.45052467138715
10rhi 0.5485943621403296
12dgy 0.2998571353468743
13czs 0.4243688794834901
13dkl 0.44422569284058083
11bof 0.41903029538287884
14afv 0.4367068871369294
13adw 0.45130331877574337
13acz 0.5123713316148188
10qsc 0.4836227762692085
10egs 0.4332105532095236
10cmj 0.4592649639278141
10fxp 0.3458134496682051
12juu 0.32587138012677264
10hld 0.4374923244597004
12hwb 0.1520445467567516
10hei 0.37983516993151306
10qqt 0.40292204674603965
10fym 0.3265765232671788
10ifj 0.4705816230962032
14axt 0.323721865042729
13cwq 0.3844848940225509
10abws 0.32236140899926324
10oum 0.32114929435010076
13cd 0.4002590276348096
12ibh 0.27150254950567926
13dnh 0.4894791751033632
11rke 0.3009358852979251
12sz 0.36111560352113053
13anh 0.43636102448948394
14aqs 0.04825882970633491
10cko 0.37710235144394794
13bjb 0.33412315366999756
13bdb 0.10026061016865136
13dfa 0.2603641362878144
10kee 0.3229531917962502
10kdg 0.3667150851642939
14dcd 0.3882261217476127
10qkv 0.39794412078192065
13cyy 0.50825440749388
10qly 0.46217086330282475
11kaw 0.4693008190571571
13adv 0.3151172915355776
10ujl 0.3712118257006335
11ao 0.41885520311889674
10feg 0.4864092845045038
10goo 0.4242901458042789
13cor 0.2894057036211808
14anq 0.149055751138423
11rrq 0.43070499693115855
13caz 0.35975254362724923
10twd 0.48515273144968474
13cow 0.4293764692461447
13daw 0.31331480618084123
16sw 0.4210632059294445
13adm 0.33864574494198024
11qvc 0.4533898958855934
16fht 0.17078844868859036
10xup 0.4151565866548312
12csi 0.4340124997943437
10wyq 0.36353628343387506
10gjx 0.40848202646262194
10czc 0.4217343220960095
13ceq 0.4136493441334306
10goq 0.3890193256414735
10qwm 0.420087813533132
13ddg 0.4215611561840221
13akl 0.2657559786367646
12gqh 0.3794675373985315
10gsp 0.028557643960221552
14bjp 0.4281038104764297
12gaw 0.2608543181417722
